Id	PROJECT	ASSAY	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA	diff	diffCont	order	class
25	PRD000644	21593	44	44	0	6	0	1	1	1	1
29	PRD000644	21597	4	4	0	0	0	1	1	2	1
31	PRD000644	21599	7	7	0	1	0	1	1	3	1
34	PRD000644	21602	9	9	0	1	0	1	1	4	1
35	PRD000644	21603	22	22	0	0	0	1	1	5	1
37	PRD000644	21605	8	8	0	0	0	1	1	6	1
38	PRD000644	21606	3	3	0	1	0	1	1	7	1
41	PRD000644	21609	16	16	0	13	0	1	1	8	1
42	PRD000644	21610	15	15	0	0	0	1	1	9	1
44	PRD000644	21612	9	9	0	0	0	1	1	10	1
45	PRD000644	21613	5	5	0	3	0	1	1	11	1
46	PRD000644	21614	7	7	0	5	0	1	1	12	1
48	PRD000644	21616	14	14	0	4	0	1	1	13	1
49	PRD000644	21617	15	15	0	0	0	1	1	14	1
55	PRD000644	21623	10	10	0	9	0	1	1	15	1
56	PRD000644	21624	13	13	0	4	0	1	1	16	1
57	PRD000644	21625	3	3	0	2	0	1	1	17	1
59	PRD000644	21627	2	2	0	0	0	1	1	18	1
60	PRD000644	21630	5	5	0	4	0	1	1	19	1
62	PRD000644	21632	20	20	0	17	0	1	1	20	1
63	PRD000644	21634	8	8	0	6	0	1	1	21	1
64	PRD000644	21635	25	25	0	8	0	1	1	22	1
65	PRD000644	21636	3	3	0	3	0	1	1	23	1
67	PRD000644	21638	4	4	0	0	0	1	1	24	1
70	PRD000644	21641	7	7	0	5	0	1	1	25	1
71	PRD000644	21642	1	1	0	0	0	1	1	26	1
73	PRD000644	21644	2	2	0	1	0	1	1	27	1
78	PRD000644	21649	32	32	0	32	0	1	1	28	1
79	PRD000644	21650	7	7	0	6	0	1	1	29	1
80	PRD000644	21651	2	2	0	0	0	1	1	30	1
81	PRD000644	21652	4	4	0	4	0	1	1	31	1
82	PRD000644	21653	33	33	0	5	0	1	1	32	1
86	PRD000644	21657	3	3	0	2	0	1	1	33	1
87	PRD000644	21658	8	8	0	5	0	1	1	34	1
88	PRD000644	21659	7	7	0	7	0	1	1	35	1
91	PRD000644	21663	7	7	0	2	0	1	1	36	1
92	PRD000644	21664	21	21	0	9	0	1	1	37	1
93	PRD000644	21665	1	1	0	0	0	1	1	38	1
94	PRD000644	21666	4	4	0	3	0	1	1	39	1
95	PRD000644	21669	3	3	0	0	0	1	1	40	1
98	PRD000644	21673	2	2	0	1	0	1	1	41	1
99	PRD000644	21674	7	7	0	7	0	1	1	42	1
102	PRD000644	21678	5	5	0	3	0	1	1	43	1
105	PRD000644	21681	2	2	0	1	0	1	1	44	1
106	PRD000644	21682	8	8	0	4	0	1	1	45	1
107	PRD000644	21683	1	1	0	0	0	1	1	46	1
109	PRD000644	21685	14	14	0	10	0	1	1	47	1
111	PRD000644	21687	4	4	0	4	0	1	1	48	1
112	PRD000644	21688	4	4	0	3	0	1	1	49	1
114	PRD000644	21690	22	22	0	8	0	1	1	50	1
115	PRD000644	21691	12	12	0	12	0	1	1	51	1
116	PRD000644	21692	1	1	0	1	0	1	1	52	1
117	PRD000644	21693	3	3	0	3	0	1	1	53	1
119	PRD000644	21695	10	10	0	0	0	1	1	54	1
121	PRD000644	21697	6	6	0	3	0	1	1	55	1
122	PRD000644	21699	5	5	0	2	0	1	1	56	1
124	PRD000644	21701	4	4	0	0	0	1	1	57	1
126	PRD000644	21703	11	11	0	8	0	1	1	58	1
127	PRD000644	21704	4	4	0	1	0	1	1	59	1
129	PRD000644	21706	1	1	0	0	0	1	1	60	1
131	PRD000644	21708	17	17	0	7	0	1	1	61	1
132	PRD000644	21709	5	5	0	3	0	1	1	62	1
134	PRD000644	21711	4	4	0	1	0	1	1	63	1
136	PRD000644	21713	4	4	0	0	0	1	1	64	1
137	PRD000644	21714	1	1	0	0	0	1	1	65	1
140	PRD000644	21719	3	3	0	2	0	1	1	66	1
141	PRD000644	21720	14	14	0	9	0	1	1	67	1
142	PRD000644	21721	1	1	0	0	0	1	1	68	1
144	PRD000644	21725	5	5	0	0	0	1	1	69	1
146	PRD000644	21727	13	13	0	8	0	1	1	70	1
147	PRD000644	21728	4	4	0	0	0	1	1	71	1
149	PRD000644	21730	19	19	0	13	0	1	1	72	1
152	PRD000644	21733	20	20	0	17	0	1	1	73	1
153	PRD000644	21734	3	3	0	2	0	1	1	74	1
154	PRD000644	21735	3	3	0	1	0	1	1	75	1
155	PRD000644	21736	6	6	0	1	0	1	1	76	1
157	PRD000644	21738	2	2	0	1	0	1	1	77	1
160	PRD000644	21741	5	5	0	5	0	1	1	78	1
161	PRD000644	21742	6	6	0	6	0	1	1	79	1
162	PRD000644	21743	10	10	0	8	0	1	1	80	1
164	PRD000644	21745	4	4	0	0	0	1	1	81	1
166	PRD000192	11344	1016	1016	0	0	0	1	1	82	1
168	PRD000192	11346	616	616	0	0	0	1	1	83	1
170	PRD000192	11355	1199	1199	0	0	0	1	1	84	1
171	PRD000192	11356	1236	1236	0	0	0	1	1	85	1
172	PRD000192	11358	892	892	0	0	0	1	1	86	1
364	PXD000781	37129	29	29	0	4	0	1	1	87	1
365	PXD000509	31445	100	100	0	0	0	1	1	88	1
377	PRD000308	13754	1468	1468	0	0	0	1	1	89	1
378	PRD000308	13755	2399	2399	0	0	0	1	1	90	1
379	PRD000308	13756	2690	2690	0	0	0	1	1	91	1
380	PRD000308	13757	2561	2561	0	0	0	1	1	92	1
381	PRD000308	13758	1268	1268	0	0	0	1	1	93	1
383	PRD000308	13760	2741	2741	0	0	0	1	1	94	1
384	PRD000308	13761	3022	3022	0	0	0	1	1	95	1
385	PXD000500	31368	3	3	0	1	0	1	1	96	1
386	PXD000500	31369	3	3	0	1	0	1	1	97	1
387	PXD000500	31370	3	3	0	1	0	1	1	98	1
388	PXD000500	31371	1	1	0	1	0	1	1	99	1
389	PXD000500	31372	1	1	0	1	0	1	1	100	1
390	PXD000500	31373	1	1	0	1	0	1	1	101	1
391	PXD000500	31377	5	5	0	0	0	1	1	102	1
392	PXD000500	31378	1	1	0	1	0	1	1	103	1
394	PXD000500	31380	1	1	0	0	0	1	1	104	1
395	PXD000500	31381	1	1	0	1	0	1	1	105	1
396	PXD000500	31382	2	2	0	0	0	1	1	106	1
397	PXD000500	31383	1	1	0	1	0	1	1	107	1
398	PXD000500	31385	1	1	0	0	0	1	1	108	1
399	PXD000500	31387	3	3	0	0	0	1	1	109	1
400	PXD000500	31389	2	2	0	1	0	1	1	110	1
401	PXD000500	31390	9	9	0	1	0	1	1	111	1
402	PXD000500	31391	7	7	0	1	0	1	1	112	1
403	PXD000500	31392	1	1	0	1	0	1	1	113	1
404	PXD000500	31393	4	4	0	1	0	1	1	114	1
405	PXD000500	31394	5	5	0	1	0	1	1	115	1
406	PXD000500	31395	3	3	0	1	0	1	1	116	1
407	PXD000500	31396	3	3	0	1	0	1	1	117	1
409	PXD000500	31398	1	1	0	1	0	1	1	118	1
410	PXD000500	31400	5	5	0	1	0	1	1	119	1
411	PXD000500	31401	3	3	0	0	0	1	1	120	1
412	PXD000500	31402	3	3	0	1	0	1	1	121	1
413	PXD000500	31403	2	2	0	1	0	1	1	122	1
414	PXD000500	31404	3	3	0	1	0	1	1	123	1
415	PXD000500	31405	5	5	0	1	0	1	1	124	1
416	PXD000500	31406	3	3	0	1	0	1	1	125	1
417	PXD000500	31407	2	2	0	1	0	1	1	126	1
418	PXD000500	31408	1	1	0	1	0	1	1	127	1
419	PXD000500	31410	4	4	0	1	0	1	1	128	1
420	PXD000500	31411	1	1	0	1	0	1	1	129	1
421	PXD000500	31412	4	4	0	2	0	1	1	130	1
422	PXD000500	31413	1	1	0	1	0	1	1	131	1
423	PXD000500	31414	1	1	0	1	0	1	1	132	1
425	PXD000500	31416	2	2	0	1	0	1	1	133	1
426	PXD000500	31418	3	3	0	1	0	1	1	134	1
427	PXD000500	31419	3	3	0	0	0	1	1	135	1
428	PXD000500	31420	4	4	0	2	0	1	1	136	1
429	PXD000500	31421	5	5	0	0	0	1	1	137	1
430	PXD000500	31422	1	1	0	0	0	1	1	138	1
609	PXD001020	37217	12	12	0	3	0	1	1	139	1
610	PXD001020	37218	27	27	0	5	0	1	1	140	1
641	PXD001020	37249	54	54	0	4	0	1	1	141	1
766	PXD001020	37374	168	168	0	1	0	1	1	142	1
841	PXD001020	37449	104	104	0	4	0	1	1	143	1
970	PRD000471	17932	573	573	0	47	0	1	1	144	1
975	PRD000438	17340	6211	6211	0	0	0	1	1	145	1
976	PRD000438	17341	49	49	0	0	0	1	1	146	1
977	PRD000438	17342	42	42	0	0	0	1	1	147	1
978	PRD000438	17343	91	91	0	0	0	1	1	148	1
979	PRD000438	17344	81	81	0	0	0	1	1	149	1
980	PRD000438	17345	71	71	0	0	0	1	1	150	1
981	PRD000438	17346	152	152	0	0	0	1	1	151	1
982	PRD000438	17347	93	93	0	0	0	1	1	152	1
983	PRD000438	17348	63	63	0	0	0	1	1	153	1
984	PRD000438	17349	156	156	0	0	0	1	1	154	1
985	PRD000438	17350	114	114	0	0	0	1	1	155	1
986	PRD000438	17351	87	87	0	0	0	1	1	156	1
987	PRD000438	17352	201	201	0	0	0	1	1	157	1
988	PRD000438	17353	116	116	0	0	0	1	1	158	1
989	PRD000438	17354	69	69	0	0	0	1	1	159	1
990	PRD000438	17355	185	185	0	0	0	1	1	160	1
991	PRD000438	17356	110	110	0	0	0	1	1	161	1
992	PRD000438	17357	83	83	0	0	0	1	1	162	1
993	PRD000438	17358	193	193	0	0	0	1	1	163	1
994	PRD000438	17359	75	75	0	0	0	1	1	164	1
995	PRD000438	17360	62	62	0	0	0	1	1	165	1
996	PRD000438	17361	137	137	0	0	0	1	1	166	1
997	PRD000438	17362	80	80	0	0	0	1	1	167	1
998	PRD000438	17363	48	48	0	0	0	1	1	168	1
999	PRD000438	17364	128	128	0	0	0	1	1	169	1
1000	PRD000438	17365	88	88	0	0	0	1	1	170	1
1001	PRD000438	17366	63	63	0	0	0	1	1	171	1
1002	PRD000438	17367	151	151	0	0	0	1	1	172	1
1003	PRD000438	17368	59	59	0	0	0	1	1	173	1
1004	PRD000438	17369	55	55	0	0	0	1	1	174	1
1005	PRD000438	17370	114	114	0	0	0	1	1	175	1
1006	PRD000438	17371	58	58	0	0	0	1	1	176	1
1007	PRD000438	17372	76	76	0	0	0	1	1	177	1
1008	PRD000438	17373	134	134	0	0	0	1	1	178	1
1009	PRD000438	17374	124	124	0	0	0	1	1	179	1
1010	PRD000438	17375	93	93	0	0	0	1	1	180	1
1011	PRD000438	17376	217	217	0	0	0	1	1	181	1
1012	PRD000438	17377	74	74	0	0	0	1	1	182	1
1013	PRD000438	17378	78	78	0	0	0	1	1	183	1
1014	PRD000438	17379	152	152	0	0	0	1	1	184	1
1015	PRD000438	17380	84	84	0	0	0	1	1	185	1
1016	PRD000438	17381	80	80	0	0	0	1	1	186	1
1017	PRD000438	17382	112	112	0	0	0	1	1	187	1
1018	PRD000438	17383	125	125	0	0	0	1	1	188	1
1019	PRD000438	17384	118	118	0	0	0	1	1	189	1
1020	PRD000438	17385	114	114	0	0	0	1	1	190	1
1021	PRD000438	17386	103	103	0	0	0	1	1	191	1
1022	PRD000438	17387	61	61	0	0	0	1	1	192	1
1023	PRD000438	17388	52	52	0	0	0	1	1	193	1
1024	PRD000438	17389	164	164	0	0	0	1	1	194	1
1025	PRD000438	17390	50	50	0	0	0	1	1	195	1
1026	PRD000438	17391	41	41	0	0	0	1	1	196	1
1027	PRD000438	17392	91	91	0	0	0	1	1	197	1
1028	PRD000438	17393	53	53	0	0	0	1	1	198	1
1029	PRD000438	17394	57	57	0	0	0	1	1	199	1
1030	PRD000438	17395	110	110	0	0	0	1	1	200	1
1031	PRD000438	17396	55	55	0	0	0	1	1	201	1
1032	PRD000438	17397	48	48	0	0	0	1	1	202	1
1033	PRD000438	17398	103	103	0	0	0	1	1	203	1
1034	PRD000438	17399	46	46	0	0	0	1	1	204	1
1035	PRD000438	17400	36	36	0	0	0	1	1	205	1
1036	PRD000438	17401	82	82	0	0	0	1	1	206	1
1037	PRD000438	17402	39	39	0	0	0	1	1	207	1
1038	PRD000438	17403	39	39	0	0	0	1	1	208	1
1039	PRD000438	17404	78	78	0	0	0	1	1	209	1
1040	PRD000438	17405	26	26	0	0	0	1	1	210	1
1041	PRD000438	17406	25	25	0	0	0	1	1	211	1
1042	PRD000438	17407	51	51	0	0	0	1	1	212	1
1043	PRD000438	17408	21	21	0	0	0	1	1	213	1
1044	PRD000438	17409	15	15	0	0	0	1	1	214	1
1045	PRD000438	17410	36	36	0	0	0	1	1	215	1
1046	PRD000438	17411	23	23	0	0	0	1	1	216	1
1047	PRD000438	17412	14	14	0	0	0	1	1	217	1
1048	PRD000438	17413	37	37	0	0	0	1	1	218	1
1049	PRD000438	17414	2844	2844	0	0	0	1	1	219	1
1050	PRD000438	17415	25	25	0	0	0	1	1	220	1
1051	PRD000438	17416	31	31	0	0	0	1	1	221	1
1052	PRD000438	17417	31	31	0	0	0	1	1	222	1
1053	PRD000438	17418	35	35	0	0	0	1	1	223	1
1054	PRD000438	17419	25	25	0	0	0	1	1	224	1
1055	PRD000438	17420	30	30	0	0	0	1	1	225	1
1056	PRD000438	17421	22	22	0	0	0	1	1	226	1
1057	PRD000438	17422	17	17	0	0	0	1	1	227	1
1058	PRD000438	17423	7	7	0	0	0	1	1	228	1
1059	PRD000438	17424	13	13	0	0	0	1	1	229	1
1060	PRD000438	17425	5	5	0	0	0	1	1	230	1
1061	PRD000438	17426	3	3	0	0	0	1	1	231	1
1062	PRD000438	17427	7	7	0	0	0	1	1	232	1
1063	PRD000438	17428	26	26	0	0	0	1	1	233	1
1064	PRD000438	17429	6	6	0	0	0	1	1	234	1
1065	PRD000438	17430	10	10	0	0	0	1	1	235	1
1066	PRD000438	17431	11	11	0	0	0	1	1	236	1
1067	PRD000438	17432	55	55	0	0	0	1	1	237	1
1068	PRD000438	17433	33	33	0	0	0	1	1	238	1
1069	PRD000438	17434	41	41	0	0	0	1	1	239	1
1070	PRD000438	17435	53	53	0	0	0	1	1	240	1
1071	PRD000438	17436	39	39	0	0	0	1	1	241	1
1072	PRD000438	17437	29	29	0	0	0	1	1	242	1
1073	PRD000438	17438	9	9	0	0	0	1	1	243	1
1074	PRD000438	17439	6	6	0	0	0	1	1	244	1
1075	PRD000438	17440	22	22	0	0	0	1	1	245	1
1076	PRD000438	17441	26	26	0	0	0	1	1	246	1
1077	PRD000438	17442	17	17	0	0	0	1	1	247	1
1078	PRD000438	17443	11	11	0	0	0	1	1	248	1
1079	PRD000438	17444	78	78	0	0	0	1	1	249	1
1080	PRD000438	17445	84	84	0	0	0	1	1	250	1
1081	PRD000438	17446	95	95	0	0	0	1	1	251	1
1082	PRD000438	17447	98	98	0	0	0	1	1	252	1
1083	PRD000438	17448	74	74	0	0	0	1	1	253	1
1084	PRD000438	17449	59	59	0	0	0	1	1	254	1
1085	PRD000438	17450	58	58	0	0	0	1	1	255	1
1086	PRD000438	17451	53	53	0	0	0	1	1	256	1
1087	PRD000438	17452	49	49	0	0	0	1	1	257	1
1088	PRD000438	17453	55	55	0	0	0	1	1	258	1
1089	PRD000438	17454	73	73	0	0	0	1	1	259	1
1090	PRD000438	17455	66	66	0	0	0	1	1	260	1
1091	PRD000438	17456	47	47	0	0	0	1	1	261	1
1092	PRD000438	17457	48	48	0	0	0	1	1	262	1
1093	PRD000438	17458	35	35	0	0	0	1	1	263	1
1094	PRD000438	17459	18	18	0	0	0	1	1	264	1
1095	PRD000438	17460	5	5	0	0	0	1	1	265	1
1096	PRD000438	17462	87	87	0	0	0	1	1	266	1
1097	PRD000438	17463	5	5	0	0	0	1	1	267	1
1098	PRD000438	17464	96	96	0	0	0	1	1	268	1
1099	PRD000438	17465	105	105	0	0	0	1	1	269	1
1100	PRD000438	17466	102	102	0	0	0	1	1	270	1
1101	PRD000438	17467	122	122	0	0	0	1	1	271	1
1102	PRD000438	17468	92	92	0	0	0	1	1	272	1
1103	PRD000438	17469	102	102	0	0	0	1	1	273	1
1104	PRD000438	17470	7	7	0	0	0	1	1	274	1
1105	PRD000438	17471	17	17	0	0	0	1	1	275	1
1106	PRD000438	17472	23	23	0	0	0	1	1	276	1
1107	PRD000438	17473	14	14	0	0	0	1	1	277	1
1108	PRD000438	17474	7	7	0	0	0	1	1	278	1
1109	PRD000438	17475	1	1	0	0	0	1	1	279	1
1110	PRD000438	17476	4	4	0	0	0	1	1	280	1
1111	PRD000438	17477	5	5	0	0	0	1	1	281	1
1112	PRD000438	17478	5	5	0	0	0	1	1	282	1
1113	PRD000438	17479	11	11	0	0	0	1	1	283	1
1114	PRD000438	17480	29	29	0	0	0	1	1	284	1
1115	PRD000438	17481	36	36	0	0	0	1	1	285	1
1116	PRD000438	17482	26	26	0	0	0	1	1	286	1
1117	PRD000438	17483	15	15	0	0	0	1	1	287	1
1118	PRD000438	17484	9	9	0	0	0	1	1	288	1
1119	PRD000438	17485	15	15	0	0	0	1	1	289	1
1120	PRD000438	17486	18	18	0	0	0	1	1	290	1
1121	PRD000438	17487	44	44	0	0	0	1	1	291	1
1122	PRD000438	17488	5	5	0	0	0	1	1	292	1
1123	PRD000438	17489	12	12	0	0	0	1	1	293	1
1124	PRD000438	17490	18	18	0	0	0	1	1	294	1
1125	PRD000438	17491	11	11	0	0	0	1	1	295	1
1126	PRD000438	17492	19	19	0	0	0	1	1	296	1
1127	PRD000438	17493	20	20	0	0	0	1	1	297	1
1128	PRD000438	17494	6	6	0	0	0	1	1	298	1
1129	PRD000438	17495	11	11	0	0	0	1	1	299	1
1130	PRD000438	17496	12	12	0	0	0	1	1	300	1
1131	PRD000438	17497	8	8	0	0	0	1	1	301	1
1132	PRD000438	17498	5	5	0	0	0	1	1	302	1
1133	PRD000438	17499	1	1	0	0	0	1	1	303	1
1134	PRD000438	17500	4	4	0	0	0	1	1	304	1
1135	PRD000438	17501	5	5	0	0	0	1	1	305	1
1136	PRD000438	17502	4	4	0	0	0	1	1	306	1
1137	PRD000438	17503	4	4	0	0	0	1	1	307	1
1138	PRD000438	17504	4	4	0	0	0	1	1	308	1
1139	PRD000438	17507	3	3	0	0	0	1	1	309	1
1140	PRD000438	17508	3	3	0	0	0	1	1	310	1
1141	PRD000438	17509	3	3	0	0	0	1	1	311	1
1142	PRD000438	17510	1	1	0	0	0	1	1	312	1
1143	PRD000438	17511	2	2	0	0	0	1	1	313	1
1144	PRD000438	17512	4	4	0	0	0	1	1	314	1
1145	PRD000438	17513	2	2	0	0	0	1	1	315	1
1146	PRD000438	17514	2	2	0	0	0	1	1	316	1
1147	PRD000438	17515	4	4	0	0	0	1	1	317	1
1155	PRD000050	3355	27	27	0	0	0	1	1	318	1
1156	PRD000050	3356	57	57	0	0	0	1	1	319	1
1157	PRD000050	3357	86	86	0	0	0	1	1	320	1
1158	PRD000050	3358	45	45	0	0	0	1	1	321	1
1161	PRD000050	3361	25	25	0	0	0	1	1	322	1
1162	PRD000050	3364	2	2	0	0	0	1	1	323	1
1164	PRD000050	3366	2	2	0	0	0	1	1	324	1
1165	PRD000050	3367	5	5	0	0	0	1	1	325	1
1166	PRD000050	3368	2	2	0	0	0	1	1	326	1
1168	PXD000426	30655	113	113	0	0	0	1	1	327	1
1196	PXD000426	30683	578	578	0	13	0	1	1	328	1
1199	PXD000426	30686	573	573	0	11	0	1	1	329	1
1200	PXD000426	30687	464	464	0	8	0	1	1	330	1
1205	PXD000426	30692	624	624	0	19	0	1	1	331	1
1206	PXD000426	30693	290	290	0	6	0	1	1	332	1
1208	PXD000426	30695	275	275	0	6	0	1	1	333	1
1209	PXD000426	30696	305	305	0	3	0	1	1	334	1
1216	PXD000426	30703	331	331	0	4	0	1	1	335	1
1222	PXD000426	30709	196	196	0	3	0	1	1	336	1
1223	PXD000426	30710	192	192	0	2	0	1	1	337	1
1224	PXD000426	30711	206	206	0	5	0	1	1	338	1
1225	PXD000426	30712	231	231	0	1	0	1	1	339	1
1230	PXD000426	30717	217	217	0	2	0	1	1	340	1
1232	PXD000426	30719	243	243	0	2	0	1	1	341	1
1234	PXD000426	30721	163	163	0	7	0	1	1	342	1
1235	PXD000426	30722	228	228	0	4	0	1	1	343	1
1236	PXD000426	30723	290	290	0	8	0	1	1	344	1
1238	PXD000426	30725	459	459	0	6	0	1	1	345	1
1250	PXD000426	30737	545	545	0	8	0	1	1	346	1
1251	PXD000426	30738	491	491	0	3	0	1	1	347	1
1253	PXD000426	30740	455	455	0	4	0	1	1	348	1
1255	PXD000426	30742	492	492	0	9	0	1	1	349	1
1257	PXD000426	30744	508	508	0	8	0	1	1	350	1
1258	PXD000426	30745	518	518	0	3	0	1	1	351	1
1259	PXD000426	30746	526	526	0	11	0	1	1	352	1
1261	PXD000426	30748	508	508	0	9	0	1	1	353	1
1267	PXD000426	30754	345	345	0	6	0	1	1	354	1
1270	PXD000426	30757	299	299	0	2	0	1	1	355	1
1271	PXD000426	30758	248	248	0	1	0	1	1	356	1
1273	PXD000426	30760	359	359	0	4	0	1	1	357	1
1274	PXD000426	30761	300	300	0	2	0	1	1	358	1
1275	PXD000426	30762	269	269	0	6	0	1	1	359	1
1277	PXD000426	30764	381	381	0	7	0	1	1	360	1
1278	PXD000426	30765	201	201	0	2	0	1	1	361	1
1279	PXD000426	30766	170	170	0	5	0	1	1	362	1
1280	PXD000426	30767	372	372	0	3	0	1	1	363	1
1281	PXD000426	30768	347	347	0	9	0	1	1	364	1
1282	PXD000426	30769	216	216	0	5	0	1	1	365	1
1284	PXD000426	30771	352	352	0	4	0	1	1	366	1
1291	PXD000426	30778	278	278	0	6	0	1	1	367	1
1296	PXD000426	30783	282	282	0	4	0	1	1	368	1
1298	PXD000426	30785	361	361	0	12	0	1	1	369	1
1300	PXD000426	30787	349	349	0	8	0	1	1	370	1
1301	PXD000426	30788	398	398	0	5	0	1	1	371	1
1302	PXD000426	30789	249	249	0	3	0	1	1	372	1
1309	PXD000426	30796	405	405	0	4	0	1	1	373	1
1310	PXD000426	30797	416	416	0	6	0	1	1	374	1
1311	PXD000426	30798	371	371	0	1	0	1	1	375	1
1312	PXD000426	30799	395	395	0	4	0	1	1	376	1
1313	PXD000426	30800	360	360	0	3	0	1	1	377	1
1314	PXD000426	30801	414	414	0	5	0	1	1	378	1
1315	PXD000426	30802	409	409	0	8	0	1	1	379	1
1316	PXD000426	30803	406	406	0	4	0	1	1	380	1
1317	PXD000426	30804	368	368	0	8	0	1	1	381	1
1318	PXD000426	30805	388	388	0	2	0	1	1	382	1
1319	PXD000426	30806	384	384	0	10	0	1	1	383	1
1320	PXD000426	30807	337	337	0	2	0	1	1	384	1
1321	PXD000426	30808	359	359	0	11	0	1	1	385	1
1322	PXD000426	30809	461	461	0	7	0	1	1	386	1
1323	PXD000426	30810	432	432	0	5	0	1	1	387	1
1324	PXD000426	30811	356	356	0	7	0	1	1	388	1
1326	PXD000426	30813	379	379	0	7	0	1	1	389	1
1334	PRD000194	11372	1	1	0	0	0	1	1	390	1
1336	PRD000194	11374	2	2	0	1	0	1	1	391	1
1340	PRD000194	11378	1	1	0	0	0	1	1	392	1
1341	PRD000194	11379	6	6	0	1	0	1	1	393	1
1360	PRD000146	9979	1121	1121	0	6	0	1	1	394	1
1364	PRD000146	9983	144	144	0	9	0	1	1	395	1
1369	PRD000062	3710	63	63	0	5	0	1	1	396	1
1370	PRD000062	3711	57	57	0	1	0	1	1	397	1
1372	PRD000062	3713	92	92	0	2	0	1	1	398	1
1409	PRD000401	16819	148	148	0	142	0	1	1	399	1
1411	PRD000401	16821	107	107	0	104	0	1	1	400	1
1412	PRD000401	16822	6	6	0	6	0	1	1	401	1
1413	PRD000401	16823	22	22	0	22	0	1	1	402	1
1415	PRD000401	16825	14	14	0	14	0	1	1	403	1
1460	PRD000054	3429	95	95	0	0	0	1	1	404	1
1477	PRD000054	3446	123	123	0	1	0	1	1	405	1
1479	PRD000054	3448	70	70	0	2	0	1	1	406	1
1480	PRD000054	3449	221	221	0	3	0	1	1	407	1
1484	PRD000054	3453	35	35	0	1	0	1	1	408	1
1490	PRD000054	3459	79	79	0	0	0	1	1	409	1
1493	PRD000054	3462	49	49	0	0	0	1	1	410	1
1494	PRD000054	3463	62	62	0	0	0	1	1	411	1
1495	PRD000054	3464	34	34	0	0	0	1	1	412	1
1496	PRD000054	3465	34	34	0	0	0	1	1	413	1
1497	PRD000054	3466	30	30	0	0	0	1	1	414	1
1498	PRD000054	3467	49	49	0	0	0	1	1	415	1
1512	PRD000054	3481	224	224	0	1	0	1	1	416	1
1521	PRD000054	3490	94	94	0	2	0	1	1	417	1
1523	PRD000054	3492	70	70	0	2	0	1	1	418	1
1525	PRD000054	3494	32	32	0	1	0	1	1	419	1
1533	PRD000054	3502	41	41	0	0	0	1	1	420	1
1534	PRD000054	3503	52	52	0	0	0	1	1	421	1
1535	PRD000054	3504	36	36	0	0	0	1	1	422	1
1536	PRD000054	3505	6	6	0	0	0	1	1	423	1
1538	PRD000054	3507	24	24	0	0	0	1	1	424	1
1549	PRD000054	3518	47	47	0	1	0	1	1	425	1
1553	PRD000054	3522	75	75	0	0	0	1	1	426	1
1555	PRD000054	3524	87	87	0	0	0	1	1	427	1
1557	PRD000054	3526	49	49	0	0	0	1	1	428	1
1558	PRD000054	3527	144	144	0	2	0	1	1	429	1
1559	PRD000054	3528	37	37	0	2	0	1	1	430	1
1560	PRD000054	3529	27	27	0	1	0	1	1	431	1
1562	PRD000054	3531	63	63	0	1	0	1	1	432	1
1563	PRD000054	3532	69	69	0	1	0	1	1	433	1
1564	PRD000495	18190	60	60	0	0	0	1	1	434	1
1565	PRD000495	18191	114	114	0	1	0	1	1	435	1
1567	PRD000430	17290	142	142	0	0	0	1	1	436	1
1568	PRD000430	17291	28	28	0	0	0	1	1	437	1
1569	PRD000430	17292	61	61	0	0	0	1	1	438	1
1570	PRD000430	17293	43	43	0	0	0	1	1	439	1
1571	PRD000430	17294	10	10	0	0	0	1	1	440	1
1573	PRD000430	17296	40	40	0	1	0	1	1	441	1
1574	PRD000430	17297	49	49	0	0	0	1	1	442	1
1575	PRD000430	17298	155	155	0	0	0	1	1	443	1
1576	PRD000430	17299	485	485	0	0	0	1	1	444	1
1577	PRD000430	17300	791	791	0	1	0	1	1	445	1
1578	PRD000430	17301	954	954	0	4	0	1	1	446	1
1579	PRD000430	17302	1157	1157	0	1	0	1	1	447	1
1580	PRD000430	17303	1053	1053	0	0	0	1	1	448	1
1583	PRD000073	8172	11	11	0	1	0	1	1	449	1
1592	PRD000073	8181	5	5	0	0	0	1	1	450	1
1593	PRD000073	8182	6	6	0	0	0	1	1	451	1
1629	PRD000073	8218	104	104	0	4	0	1	1	452	1
1651	PRD000073	8240	578	578	0	1	0	1	1	453	1
1652	PRD000073	8241	14	14	0	1	0	1	1	454	1
1664	PRD000073	8253	18	18	0	0	0	1	1	455	1
1674	PRD000073	8263	290	290	0	11	0	1	1	456	1
1728	PRD000073	8317	3	3	0	0	0	1	1	457	1
1754	PRD000073	8343	4	4	0	0	0	1	1	458	1
1759	PRD000073	8348	15	15	0	0	0	1	1	459	1
1791	PRD000073	8381	3	3	0	0	0	1	1	460	1
1792	PRD000073	8382	1	1	0	0	0	1	1	461	1
1793	PRD000073	8383	30	30	0	1	0	1	1	462	1
1794	PRD000073	8384	7	7	0	0	0	1	1	463	1
1795	PRD000073	8385	6	6	0	0	0	1	1	464	1
1796	PRD000073	8386	12	12	0	0	0	1	1	465	1
1797	PRD000073	8387	38	38	0	0	0	1	1	466	1
1798	PRD000073	8388	15	15	0	0	0	1	1	467	1
